,song_title,artists,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
6387,The Spectre,Alan Walker,2DGa7iaidT5s0qnINlwMjJ,0.654,0.711,1,-7.437,0,0.0383,0.0214,0.00191,0.0903,0.198,127.957
6388,You Never Can Tell,Chuck Berry,6FT83pFXKhDlXDsNJFAHWz,0.525,0.852,7,-9.519,1,0.222,0.731,5.11e-05,0.218,0.884,157.404
6389,Pop Style,Drake,1WRy5l3TwrwlzNmB5bOeKw,0.724,0.456,7,-10.009,1,0.127,0.215,2.41e-06,0.105,0.0481,133.051
6390,Going Bad (feat. Drake),Meek Mill,2IRZnDFmlqMuOrYOLnZZyc,0.889,0.496,4,-6.365,0,0.0905,0.259,0.0,0.252,0.544,86.003
6391,I Like Girls (feat. Lil Skies),PnB Rock,7cWh3ScxjhvasLI0CBRoZk,0.702,0.775,1,-3.462,1,0.248,0.324,0.0,0.114,0.784,178.199
6392,cardigan,Taylor Swift,4R2kfaDFhslZEMJqAFNpdd,0.613,0.581,0,-8.588,0,0.0424,0.537,0.000345,0.25,0.551,130.033
6393,Just You and I,Tom Walker,03x2rVJRFUrvwlfxoHd9Mo,0.567,0.696,9,-5.416,1,0.301,0.456,0.0,0.113,0.544,92.061
6394,Sex & Candy,Marcy Playground,5mkGfmJGFZpwK9nA5amOhv,0.67,0.558,2,-9.159,1,0.0251,0.238,0.0,0.106,0.63,80.511
6395,Love Me or Leave Me,Little Mix,1n73Qe6oEprLsUNHXET2pb,0.437,0.351,6,-6.823,0,0.0313,0.566,0.0,0.0888,0.383,68.659
6396,Rake It Up (feat. Nicki Minaj),Yo Gotti,4knL4iPxPOZjQzTUlELGSY,0.91,0.444,1,-8.126,0,0.344,0.022,0.0,0.137,0.53,149.953
6397,"Whenever, Wherever",Shakira,2lnzGkdtDj5mtlcOW2yRtG,0.794,0.832,1,-4.862,0,0.0407,0.237,1.14e-05,0.203,0.871,107.657
6398,All I Have (feat. LL Cool J),Jennifer Lopez,3kgutGd839IOYRl6ekeq6V,0.699,0.668,1,-5.305,1,0.106,0.265,0.0,0.141,0.472,83.074
6399,Liar,Camila Cabello,073ILU1C3APNRGF66VhtyA,0.74,0.498,11,-6.684,0,0.0456,0.0169,0.00282,0.319,0.652,98.016
6400,Del Mar,Ozuna,5cpJFiNwYyWwFLH0V6B3N8,0.759,0.636,6,-5.585,1,0.0369,0.0224,0.000143,0.166,0.536,109.976
6401,Thumbs,Sabrina Carpenter,6WC5fhc9XMaCrUNKNjm9xE,0.73,0.718,8,-3.496,1,0.0478,0.0284,0.0,0.0892,0.127,135.045
6402,Clint Eastwood,Gorillaz,7yMiX7n9SBvadzox8T5jzT,0.663,0.694,10,-8.627,0,0.172,0.0249,0.0,0.0698,0.524,167.964
6403,Be Alright,Dean Lewis,5qrSlOut2rNAWv3ubArkNy,0.551,0.537,11,-7.595,1,0.034,0.705,0.0,0.0802,0.493,126.421
6404,Umbrella,Rihanna,49FYlytm3dAAraYgpoJZux,0.583,0.829,1,-4.603,1,0.134,0.00864,0.0,0.0426,0.575,174.028
6405,Hold the Line,TOTO,4aVuWgvD0X63hcOCnZtNFA,0.473,0.898,6,-4.797,0,0.0561,0.00783,0.0618,0.173,0.808,96.556
6406,Brave,Sara Bareilles,6Uy6K3KdmUdAfelUp0SeXn,0.551,0.836,10,-3.838,0,0.0524,0.00502,2.1e-05,0.0425,0.758,185.063
6407,Quit (feat. Ariana Grande),Cashmere Cat,4rwqrKdwlFWJ6LvPYaOtgn,0.44,0.413,0,-7.365,0,0.0407,0.105,3.4e-05,0.0997,0.141,86.911
6408,You & Me,Marc E. Bassy,7yCqehT9dKACTFy7YugP0J,0.449,0.635,1,-8.301,1,0.275,0.0413,0.0,0.188,0.608,84.414
6409,"All I Want - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,4Yxc55NX3tAXC2mHRAhtcW,0.376,0.43,0,-6.585,0,0.0328,0.0902,0.0,0.0912,0.129,77.599
6410,happier,Olivia Rodrigo,2tGvwE8GcFKwNdAXMnlbfl,0.395,0.443,6,-9.72,1,0.133,0.765,9.67e-06,0.0839,0.338,168.924
6411,Real Friends,Kanye West,66Q3fAmSX5eHamgbKa9alP,0.441,0.744,6,-6.248,0,0.476,0.262,0.000382,0.138,0.124,81.396
6412,Chasing Pavements,Adele,2OuNgtXKeCSORKqdl0MxKk,0.614,0.47,5,-6.09,0,0.0255,0.291,0.0,0.111,0.329,80.045
6413,Blinding Lights,The Weeknd,0sf12qNH5qcw8qpgymFOqD,0.513,0.796,1,-4.075,1,0.0629,0.00147,0.000209,0.0938,0.345,171.017
6414,Hallucinate,Dua Lipa,6pbKWWP8WwTaP5TbSq1vCA,0.627,0.69,10,-5.396,0,0.139,0.033,0.0,0.0742,0.627,122.053
6415,Kamikaze,Lil Mosey,3to5UxKsozb4T6CfwHuhLJ,0.792,0.571,8,-7.539,0,0.094,0.301,0.0,0.1,0.556,99.999
6416,Stronger,Kanye West,6C7RJEIUDqKkJRZVWdkfkH,0.625,0.726,10,-7.731,0,0.155,0.00728,0.0,0.318,0.483,103.98
6417,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,6SwRhMLwNqEi6alNPVG00n,0.658,0.535,9,-8.983,0,0.0573,0.0265,0.0,0.2,0.419,110.684
6418,Iris,The Goo Goo Dolls,6Qyc6fS4DsZjB2mRW9DsQs,0.315,0.715,11,-8.072,0,0.0362,0.00125,7.97e-06,0.0942,0.497,155.925
6419,Everybody Talks,Neon Trees,3528IXKpbb7OMjdjWYlbfD,0.471,0.924,8,-3.906,1,0.0586,0.00301,0.0,0.313,0.725,154.961
6420,I Get Around,2Pac,4voEoczU7Ijborps9XF1n3,0.846,0.416,10,-13.767,0,0.118,0.156,9.34e-06,0.238,0.645,96.188
6421,Human,The Killers,7KEajVD9AUG68onXRSFZTv,0.557,0.824,10,-6.947,1,0.0776,0.0018,0.000542,0.0999,0.611,135.446
6422,Over,Drake,6BdgtqiV3oXNqBikezwdvC,0.35,0.845,7,-5.614,1,0.2,0.0107,0.0,0.123,0.45,99.643
6423,Drama (feat. Drake),Roy Woods,0PXp9QxBfSKGGpWUNaws2X,0.709,0.362,11,-9.814,1,0.055,0.157,0.0,0.109,0.113,122.043
6424,Una Lady Como Tú,Manuel Turizo,7MHN1aCFtLXjownGhvEQlF,0.788,0.477,4,-7.348,1,0.0434,0.549,0.0,0.349,0.86,94.983
6425,in my head,Ariana Grande,4T652DlATVHe0jdLKaN3Bw,0.662,0.6,0,-6.402,1,0.0703,0.173,0.000137,0.109,0.331,134.979
6426,0 To 100 / The Catch Up,Drake,0mkjekH9rwp4Fg5PxzUTrd,0.559,0.716,11,-3.964,0,0.39,0.737,0.0,0.252,0.504,176.618
6427,Rules,Doja Cat,1TMWcbxL5YF8rKsFHv5hAP,0.651,0.724,7,-5.457,1,0.166,0.172,0.0,0.13,0.686,144.146
6428,Hey Brother,Avicii,4RXpgGM7A4Hg7cFBoH5KyF,0.545,0.78,7,-4.867,0,0.0436,0.0309,4.64e-05,0.0828,0.458,125.014
6429,The Winner Takes It All,ABBA,2HeTmGTjl870ucJ8mF7zl5,0.457,0.785,6,-6.783,1,0.0383,0.548,0.000781,0.082,0.522,126.947
6430,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",Kali Uchis,1otG6j1WHNvl9WgXLWkHTo,0.702,0.659,4,-6.766,0,0.13,0.301,0.00201,0.218,0.843,79.64
6431,"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",Lauv,4wopYJ5wpYOM6ogm2Jugnw,0.806,0.558,9,-6.46,1,0.0683,0.482,0.0,0.0618,0.678,95.016
6432,Soundtrack 2 My Life,Kid Cudi,1cdC9TCqyLwAlsw3fVJaJS,0.464,0.754,9,-6.653,0,0.128,0.465,1.57e-05,0.37,0.444,86.501
6433,Girls Just Want to Have Fun,Cyndi Lauper,4y1LsJpmMti1PfRQV9AWWe,0.71,0.799,6,-4.897,1,0.0328,0.22,0.000602,0.349,0.725,120.372
6434,Complicated (feat. Kiiara),Dimitri Vegas & Like Mike,1Sl3njkhhz8nrSPZroDQ82,0.678,0.819,8,-3.306,1,0.0313,0.191,0.0,0.159,0.499,90.004
6435,bury a friend,Billie Eilish,4SSnFejRGlZikf02HLewEF,0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046
6436,You Make Me Feel... (feat. Sabi),Cobra Starship,16Of7eeW44kt0a1M0nitHM,0.668,0.857,7,-2.944,0,0.0535,0.0191,6.71e-06,0.0385,0.748,131.959
6437,Come Together - Remastered 2009,The Beatles,2EqlS6tkEnglzr7tkKAAYD,0.533,0.376,9,-11.913,0,0.0393,0.0302,0.248,0.0926,0.187,165.007
6438,Tell Me U Luv Me (with Trippie Redd),Juice WRLD,5JAYDuLRkODlVt6dgoalKk,0.66,0.76,2,-5.726,1,0.0787,0.291,0.0,0.632,0.394,127.984
6439,Renegades,X Ambassadors,0fYVliAYKHuPmECRs1pbRf,0.526,0.862,2,-6.003,1,0.0905,0.0144,0.0597,0.229,0.528,90.052
6440,2 Phones,Kevin Gates,0wdKiSBUT7aZkXUIdJWcwC,0.895,0.681,7,-5.267,0,0.358,0.157,0.0,0.189,0.554,121.918
6441,Bad Blood,Taylor Swift,273dCMFseLcVsoSWx59IoE,0.652,0.802,7,-6.114,1,0.181,0.0871,6.45e-06,0.148,0.295,170.157
6442,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",A$AP Rocky,4XoP1AkbOurU9CeZ2rMEz2,0.869,0.687,1,-6.816,1,0.263,0.0208,1e-06,0.114,0.668,96.006
6443,Demons,Imagine Dragons,3LlAyCYU26dvFZBDUIMb7a,0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.329,0.428,89.938
6444,Heartbeat Song,Kelly Clarkson,7FC9Lng8iXU081lbigu8m8,0.49,0.798,6,-3.66,1,0.0489,0.0137,0.0,0.0627,0.479,149.109
6445,Something Just Like This,The Chainsmokers,1dNIEtp7AY3oDAKCGg2XkH,0.607,0.649,11,-6.695,0,0.0362,0.0306,2.46e-05,0.174,0.505,102.996
6446,Supercut,Lorde,6K8VQ84MqhsoakN5MjrnVR,0.562,0.437,0,-10.229,1,0.052,0.219,2.18e-05,0.0806,0.15,124.852
6447,From The D To The A (feat. Lil Yachty),Tee Grizzley,2NyrXRn4tancYPW6JwtTl2,0.851,0.625,10,-5.417,0,0.303,0.195,0.0,0.266,0.668,99.061
6448,Party Girl,StaySolidRocky,5RqR4ZCCKJDcBLIn4sih9l,0.728,0.431,6,-9.966,0,0.0622,0.749,0.0,0.0996,0.629,130.022
6449,What You Know,Two Door Cinema Club,6jrMVRReY24qzCfe1BRrww,0.556,0.763,6,-3.952,0,0.0413,0.000728,6.79e-06,0.071,0.814,138.986
6450,Sweet Child O' Mine,Guns N' Roses,4MhTFsyqIJnjsOweVcU8ug,0.449,0.901,6,-7.711,1,0.0526,0.141,0.0675,0.128,0.696,125.148
6451,"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)",A$AP Rocky,2N3U8uTYhjX2KwGT0pf5x0,0.394,0.661,4,-8.684,1,0.192,0.00996,0.0,0.343,0.335,149.818
6452,Mary Jane's Last Dance,Tom Petty and the Heartbreakers,3dmqIB2Qxe2XZobw9gXxJ6,0.464,0.655,7,-9.058,0,0.0608,0.0272,1.34e-06,0.328,0.531,169.515
6453,I Ran (So Far Away),A Flock Of Seagulls,4s0QpaeB5a3C9cxNGqPXxk,0.462,0.859,2,-5.083,1,0.0466,0.00125,0.735,0.216,0.495,146.16
6454,Believer,Imagine Dragons,05KfyCEE6otdlT1pp2VIjP,0.772,0.775,10,-4.388,0,0.112,0.0417,0.0,0.226,0.748,124.978
6455,Don't Tell 'Em,Jeremih,0Dc7J9VPV4eOInoxUiZrsL,0.856,0.527,2,-5.225,1,0.0997,0.392,0.0,0.11,0.386,98.052
6456,Bartender (feat. Akon),T-Pain,5kxddRG1RZaZROadk7iC4D,0.675,0.394,8,-8.539,1,0.133,0.0611,0.0,0.214,0.405,104.987
6457,Finesse,Bruno Mars,5XMkENs3GfeRza8MfVAhjK,0.741,0.798,5,-5.342,0,0.0718,0.00781,0.0,0.0232,0.939,104.953
6458,The Heart Wants What It Wants,Selena Gomez,2dRvMEW4EwySxRUtEamSfG,0.616,0.789,7,-4.874,0,0.0377,0.053,0.0,0.142,0.621,83.066
6459,In My Feelings,Drake,2G7V7zsVDxg1yRsu7Ew9RJ,0.835,0.626,1,-5.833,1,0.125,0.0589,6e-05,0.396,0.35,91.03
6460,End Of The Road,Boyz II Men,3l3xTXsUXeWlkPqzMs7mPD,0.64,0.427,5,-9.29,0,0.0241,0.0664,0.0,0.0579,0.529,149.703
6461,El Perdón (with Enrique Iglesias),Nicky Jam,7qCAVkHWZkF44OzOUKf8Cr,0.628,0.69,8,-5.83,1,0.0511,0.443,0.0,0.113,0.66,179.908
6462,Wolves,Kanye West,432hUIl3ISDeytYW5XBQ5h,0.395,0.392,1,-8.034,1,0.0925,0.219,0.00173,0.134,0.103,155.856
6463,God's Plan,Drake,2XW4DbS6NddZxRPm5rMCeY,0.758,0.448,7,-9.441,1,0.103,0.0309,8.67e-05,0.558,0.373,77.176
6464,Act A Fool,Ludacris,28mv40MzspRZn0PBcO2itT,0.573,0.906,9,-2.408,1,0.325,0.229,0.0,0.183,0.775,110.64
6465,Dynamite,BTS,4saklk6nie3yiGePpBwUoc,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044
6466,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),T-Pain,2aIdVb8v9KTpEZnftkz2mD,0.451,0.55,1,-8.137,1,0.262,0.0108,0.0,0.0737,0.594,80.001
6467,Mambo No. 5 (a Little Bit of...),Lou Bega,6x4tKaOzfNJpEJHySoiJcs,0.622,0.807,5,-6.752,0,0.408,0.103,0.0,0.306,0.892,174.06
6468,It Ain't Me (with Selena Gomez),Kygo,3eR23VReFzcdmS7TYCrhCe,0.64,0.533,0,-6.596,1,0.0706,0.119,0.0,0.0864,0.515,99.968
6469,Down Below,Roddy Ricch,4SWWe2OYC4mqf40Gc2RSdl,0.926,0.454,6,-9.932,1,0.0732,0.036,0.000422,0.0896,0.34,119.969
6470,"Hold On, We're Going Home",Drake,14Rcq31SafFBHNEwXrtR2B,0.776,0.413,6,-7.438,0,0.0952,0.00415,2.68e-05,0.0724,0.287,100.003
6471,Lasting Lover,Sigala,0DmAvNCAK08oCi7miSZUIY,0.676,0.786,1,-4.529,1,0.0478,0.197,0.0,0.0943,0.483,125.983
6472,Secrets - Radio Edit,Tiësto,69zxj1EFDfAouZu9JDmQld,0.677,0.811,11,-4.53,0,0.043,0.0012,0.00761,0.0896,0.185,128.004
6473,Roses,The Chainsmokers,3vv9phIu6Y1vX3jcqaGz5Z,0.713,0.802,4,-7.055,1,0.0561,0.0435,0.00377,0.309,0.343,100.001
6474,Hotline Bling,Drake,0wwPcA6wtMf6HUMpIRdeP7,0.891,0.628,2,-7.863,1,0.0551,0.00258,0.00019,0.0504,0.552,134.966
6475,"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007",John Mayer,4LloVtxNZpeh7q7xdi1DQc,0.315,0.296,5,-13.262,1,0.0315,0.771,0.0,0.702,0.435,173.509
6476,Hurts So Good,Astrid S,60lwJa695S26FsYbhCVFVa,0.681,0.594,7,-4.986,0,0.0486,0.0777,0.0,0.0961,0.417,120.141
6477,Take A Bow,Rihanna,3goSVuTt3fDYDP6kRnFwuL,0.697,0.467,9,-7.536,1,0.0715,0.248,0.0,0.0941,0.572,82.082
6478,More Than You Know,Axwell /\ Ingrosso,4q8PHoRsPUB52LFylX8Ulz,0.645,0.741,5,-4.989,0,0.0339,0.0323,0.0,0.29,0.534,123.07
6479,Alarm,Anne-Marie,0OwX5aROoW1Iip8FV51Efg,0.756,0.589,0,-5.093,1,0.232,0.0812,0.0,0.176,0.811,146.928
6480,Take Me Home (feat. Bebe Rexha),Cash Cash,2zMXH5k5NZy1Nw460bLvRh,0.571,0.903,7,-2.184,1,0.214,0.0615,1.23e-06,0.186,0.477,127.951
6481,Straight up & Down,Bruno Mars,2mrZYZGmPFV3QOyYPZ1zsn,0.552,0.733,3,-6.898,0,0.0933,0.0209,0.0,0.0858,0.643,143.56
6482,Keep on Loving You,REO Speedwagon,4rcHWl68ai6KvpXlc8vbnE,0.306,0.722,0,-5.963,1,0.034,0.0519,0.0,0.117,0.41,174.732
6483,Fine China,Future,5274I4mUMnYczyeXkGDWZN,0.656,0.542,7,-7.358,1,0.323,0.0484,0.0,0.126,0.551,166.111
6484,Sweet Creature,Harry Styles,5kRPPEWFJIMox5qIkQkiz5,0.427,0.262,7,-8.541,1,0.0276,0.746,0.0,0.068,0.228,104.085
6485,Fat Lip,Sum 41,4KacUpvbA3Mfo05gttTjhN,0.402,0.914,9,-5.215,1,0.142,0.000579,0.0,0.065,0.626,196.505
6486,Duality,Slipknot,61mWefnWQOLf90gepjOCb3,0.354,0.982,4,-3.026,0,0.168,0.000237,0.000294,0.204,0.194,143.772
6487,Bang My Head (feat. Sia & Fetty Wap),David Guetta,53Y0kdCa1CZ9gRqEuknfwy,0.599,0.869,0,-3.697,1,0.0789,0.0525,0.00719,0.103,0.593,108.061
6488,Stay Alive,José González,0ZNYGrmcehorhh9JOeg5Iv,0.714,0.306,6,-12.111,1,0.0388,0.726,0.168,0.0924,0.314,129.984
6489,The Zephyr Song,Red Hot Chili Peppers,2UaJHs6wlASNl7q34j7hK1,0.717,0.782,2,-4.086,1,0.0338,0.0108,2.39e-05,0.0904,0.4,117.38
6490,The Weekend,SZA,6gU9OKjOE7ghfEd55oRO57,0.4,0.366,8,-9.405,0,0.0597,0.242,0.0,0.126,0.161,73.313
6491,pick up the phone,Young Thug,20dP2DaMHIAmwWAbp7peSr,0.711,0.739,7,-3.804,0,0.129,0.114,0.0,0.226,0.43,136.919
6492,Macarena,Los Del Rio,4oaj36KzXRgDg4McgcTsZK,0.927,0.721,8,-12.561,1,0.0908,0.422,4.36e-05,0.0422,0.965,103.018
6493,Waiting For Love,Avicii,2P4OICZRVAQcYAV2JReRfj,0.579,0.736,6,-3.863,0,0.0527,0.31,0.0,0.198,0.613,127.999
6494,I'll Be Fine,Juice WRLD,0INehbMZOFPnaPBAjK97i3,0.523,0.678,8,-6.071,1,0.0692,0.000616,0.0,0.142,0.277,159.909
6495,KEKE,6ix9ine,14PlDNjNh3pXyHXzkhX8n5,0.599,0.857,7,-5.7,1,0.299,0.0321,0.0,0.4,0.469,187.985
6496,WORKIN ME,Quavo,4MAsYGSgxsaj73dC2lvFC4,0.792,0.657,8,-4.245,1,0.191,0.205,4.1e-06,0.196,0.228,169.969
6497,Another Love,Tom Odell,7otCGmgp9h4CsR2LhwB6gt,0.445,0.537,4,-8.532,0,0.04,0.695,1.6e-05,0.0941,0.131,122.764
6498,Worth It (feat. Kid Ink),Fifth Harmony,41Fflg7qHiVOD6dEPvsCzO,0.884,0.765,8,-3.865,1,0.0882,0.063,7.04e-06,0.118,0.594,99.987
6499,Paparazzi,Lady Gaga,7Hqig8kp32q2Ire3ECQvWM,0.762,0.692,5,-3.973,0,0.0438,0.113,0.0,0.094,0.397,114.906
6500,And We Danced (feat. Ziggy Stardust),Macklemore,1FCQEg7wOK9IIBuxx63krr,0.758,0.676,5,-6.598,1,0.0792,0.458,0.0,0.0954,0.712,124.998
6501,Pt. 2,Kanye West,1Wsbr1d2BouNGk2q92mIj7,0.674,0.752,11,-4.073,1,0.333,0.552,0.0,0.787,0.236,145.076
6502,Take A Look Around,Limp Bizkit,1J1H9lKNHwT0waswoMf8yV,0.467,0.839,3,-6.886,0,0.044,0.0196,0.17,0.0848,0.559,102.001
6503,Bonfire Heart,James Blunt,2kvyMNHyxQt2UJ5EKvxaOC,0.575,0.821,0,-5.7,1,0.0527,0.181,0.0,0.124,0.449,118.021
6504,Falling,Trevor Daniel,4TnjEaWOeW0eKTKIEvJyCa,0.785,0.431,10,-8.756,0,0.0364,0.123,0.0,0.0887,0.236,127.085
6505,King Kunta,Kendrick Lamar,0N3W5peJUQtI4eyR6GJT5O,0.884,0.657,6,-4.569,0,0.0977,0.00589,0.0,0.154,0.489,107.059
6506,How Long,Charlie Puth,32DGGj6KlNuBr6WaqRxpxi,0.849,0.581,1,-5.243,0,0.0767,0.189,3.61e-06,0.0805,0.779,110.008
6507,"Let It Go - From ""Frozen""/Soundtrack Version",Idina Menzel,600HVBpzF1WfBdaRwbEvLz,0.543,0.485,8,-6.85,1,0.0305,0.558,0.0,0.12,0.371,136.961
6508,Ciao Adios,Anne-Marie,01BC4Xj5tfsfV8DLDrma7q,0.694,0.853,7,-3.986,1,0.0934,0.136,0.0,0.322,0.501,106.098
6509,"Honey, I'm Good.",Andy Grammer,4MflGTO2ZTcSQ12bWcyRgI,0.752,0.775,9,-7.289,1,0.0546,0.0324,0.0,0.351,0.595,122.014
6510,Uprising,Muse,4VqPOruhp5EdPBeR92t6lQ,0.602,0.905,2,-4.046,1,0.0775,0.000202,0.064,0.117,0.411,128.019
6511,Own It (feat. Ed Sheeran & Burna Boy),Stormzy,4QPEwDdOMhY7rNS05mTyMR,0.817,0.781,7,-4.178,0,0.112,0.00838,5.21e-06,0.123,0.359,104.0
6512,Monster,Kanye West,1ZHYJ2Wwgxes4m8Ba88PeK,0.628,0.692,2,-5.64,1,0.202,0.00244,0.0129,0.668,0.0963,124.887
6513,Epidemic,Polo G,170DNUSnQRp1tGpppF26pA,0.616,0.617,1,-8.431,1,0.52,0.128,0.0,0.177,0.476,175.929
6514,FRANCHISE (feat. Young Thug & M.I.A.),Travis Scott,4jVBIpuOiMj1crqd8LoCrJ,0.835,0.699,8,-5.405,0,0.277,0.00671,0.0,0.195,0.547,154.981
6515,Lullaby,Nickelback,2vBiZ7nBe0OqTZKWGP0s4K,0.508,0.832,11,-4.395,1,0.032,0.000372,0.0,0.0859,0.404,136.004
6516,Can't Help Falling in Love,Elvis Presley,44AyOl4qVkzS48vBsbNXaC,0.396,0.293,2,-14.062,1,0.0275,0.941,0.000196,0.105,0.343,100.307
6517,Blame (feat. John Newman),Calvin Harris,07nH4ifBxUB4lZcsf44Brn,0.414,0.857,0,-4.078,0,0.0808,0.0287,0.00574,0.343,0.348,128.024
6518,a lot,21 Savage,2t8yVaLvJ0RenpXUIAC52d,0.837,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.342,0.274,145.972
6519,Stars,Simply Red,5QJSD5GQOq72OmwLV5IHUV,0.716,0.818,7,-7.456,1,0.0256,0.154,0.000806,0.236,0.817,103.668
6520,Fancy,Iggy Azalea,3oqCnpAoHf3SDFynxx7AU4,0.911,0.709,10,-4.139,0,0.0673,0.105,0.0,0.0491,0.365,94.979
6521,Respect,Aretha Franklin,7s25THrKz86DM225dOYwnr,0.805,0.558,0,-5.226,1,0.041,0.164,2.2e-05,0.0546,0.965,114.95
6522,Ain't It Fun,Paramore,1j8z4TTjJ1YOdoFEDwJTQa,0.61,0.893,9,-3.681,1,0.0921,0.154,4.41e-05,0.021,0.673,104.031
6523,Good Thing (with Kehlani),Zedd,5aUSEPNd3m5xliFK4pn5mU,0.693,0.564,1,-3.857,0,0.0378,0.399,0.0,0.0409,0.574,185.913
6524,Country Grammar (Hot Shit),Nelly,3wMUvT6eIw2L5cZFG1yH9j,0.865,0.664,2,-6.822,1,0.108,0.00689,0.0,0.142,0.565,162.831
6525,Perfect Illusion,Lady Gaga,56ZrTFkANjeAMiS14njg4E,0.613,0.857,1,-5.492,0,0.0366,0.0012,0.0,0.358,0.664,124.987
6526,Rare,Selena Gomez,7HMmFQsKsljwTw8bS7lu19,0.838,0.545,5,-6.713,1,0.0706,0.208,8.01e-05,0.103,0.631,114.998
6527,"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track",Jack Harlow,0ZLuW8uOXdFNWcI40C0OC2,0.904,0.723,11,-5.224,0,0.26,0.0631,0.0,0.185,0.835,145.013
6528,Where Them Girls At (feat. Nicki Minaj & Flo Rida),David Guetta,7ks6AZmFcm3Y6PGGxGSmlB,0.666,0.876,3,-3.078,1,0.0414,0.055,0.0,0.259,0.552,129.884
6529,Bed Of Roses,Bon Jovi,1zng9uqqXoPkmU05nsAlsw,0.309,0.596,5,-5.599,1,0.0293,0.101,0.0,0.21,0.161,164.587
6530,Trust Fund Baby,Why Don't We,54j7EaJPDmSZYcNYvLSJ78,0.624,0.785,8,-3.337,1,0.0498,0.0629,0.0,0.135,0.593,163.929
6531,Poles 1469,Trippie Redd,4fC5jw1TI59GH1emfN1wtk,0.741,0.761,4,-3.871,0,0.0512,0.235,0.0,0.119,0.217,81.543
6532,In Da Club,50 Cent,4RY96Asd9IefaL3X4LOLZ8,0.902,0.72,6,-2.776,0,0.347,0.26,0.0,0.0749,0.805,90.059
6533,Two Princes,Spin Doctors,0cuq829zRNq4AEdmDJA4aw,0.544,0.905,7,-10.732,1,0.0646,0.00165,1.97e-06,0.0532,0.825,103.594
6534,Californication,Red Hot Chili Peppers,48UPSzbZjgc449aqz8bxox,0.592,0.767,9,-2.788,0,0.027,0.0021,0.00165,0.127,0.328,96.483
6535,10 Freaky Girls (with 21 Savage),Metro Boomin,0AluA5RNsa4Cx6XRhf2hWZ,0.81,0.353,6,-9.931,0,0.31,0.588,0.0,0.102,0.0727,88.031
6536,Gucci Flip Flops (feat. Lil Yachty),Lil Yachty,3hv6ndi7uFT9L9wrhQCsqY,0.82,0.603,8,-7.18,1,0.308,0.0351,0.0159,0.122,0.177,159.976
6537,Know Yourself,Drake,2WzpOMkCaakq1T3luPCjLH,0.733,0.412,11,-8.687,0,0.225,0.196,0.0,0.342,0.179,114.413
6538,Panini,Lil Nas X,1000nHvUdawXuUHgBod4Wv,0.703,0.594,5,-6.146,0,0.0752,0.342,0.0,0.123,0.475,153.848
6539,Burn It to the Ground,Nickelback,1jq28NGw6wdtFKx8MBPy6C,0.617,0.922,11,-3.474,1,0.0744,0.000247,0.388,0.363,0.6,132.059
6540,Creep,TLC,1aWV3uY3SIEZVbmv45oFWS,0.811,0.458,5,-9.688,0,0.0402,0.0193,1.41e-06,0.0526,0.797,92.94
6541,Sexy Love,Ne-Yo,10aWGOqSDBqvNzJ9NeKDbK,0.693,0.516,8,-6.446,1,0.0413,0.297,0.000127,0.0604,0.494,94.02
6542,Knock You Down,Keri Hilson,58FUwmyGUqkt53YPUcm7cJ,0.588,0.877,8,-4.78,1,0.16,0.00952,0.0,0.171,0.645,155.165
6543,"Sorry, Blame It On Me",Akon,11FLXIjJOGzx7H0n1bu5wz,0.709,0.65,7,-7.371,1,0.273,0.251,2.32e-05,0.0731,0.543,176.141
6544,Kush - Main,Dr. Dre,1U8Ho1nOzKXYDvfigOuHG4,0.444,0.866,7,-6.217,1,0.111,0.000622,4.72e-05,0.105,0.375,94.968
6545,Me Gusta,Shakira,5Xhqh4lwJPtMUTsdBztN1a,0.775,0.696,1,-5.184,0,0.0681,0.0559,0.00184,0.157,0.775,92.007
6546,Hit the Road Jack,Ray Charles,3Q7LXyGZ3SLD0dLztx3j5x,0.599,0.704,8,-8.566,0,0.243,0.714,0.0,0.521,0.95,173.043
6547,Sigo Extrañándote,J Balvin,0k23rRi1B8ZHrKtzECGoyk,0.896,0.859,11,-4.232,0,0.211,0.154,0.000115,0.212,0.938,93.016
6548,needy,Ariana Grande,1TEL6MlSSVLSdhOSddidlJ,0.647,0.309,7,-7.948,0,0.0366,0.78,7.41e-06,0.202,0.195,87.045
